"Sentiment","Review"
"Positive","An amazing epic: This story is just so much more gripping than the majority of other stories of our time. It developd characters and explains them at a natural pace and lets you get familiar with them by putting them through many tests that also help the characters learn about themselves. The storyline is deep and it just grabs you and is exteremely well done. But, you'd think that a story as old as this one would be a difficult one to read and yet it is written so well that anyone can understand it, and the descriptions are just amazing as well. A great story to read."
"Negative","The REAL reason they're thin....: French women smoke (as do most European women).THAT'S why they're thin.Don't waste your money."
"Positive","A concise, objective account of the Crimean War.: If you are interested in learning about the Crimean War, this is a good volume to start with. Includes 16 illustrations (drawings and photographs), 11 maps, the Orders of Battle for British, French and Russian forces. Lists British Cavalry and Infantry regiments invovled. A chronological table is given, starting March 2, 1853 and ending April 27, 1856. Events leading to the war are given first. Background on the war on the Danube, in Asia Minor and in the Baltic are provided. Balaclava, Inkerman and Sevastopol are detailed. Administrative difficulties are discussed and the Naval campaigns in the Baltic, the White Sea and the North Pacific are covered. I found the volume very easy to read and most enjoyable."
"Negative","HAVE TO AGREE: I have to agree with the previous reviewer. When I started looking down the track listing, I realized I bought this for three cuts (""Love Will Tear Us Apart"", ""Vienna"", and ""Danger"") probobly one of the weaker complations in the series."
"Negative","Couldn't Finish: I know many people won't review a book they never finished, because it's ""unfair to the author."" I'm not one of those. Because, I feel if I can't finish the book, that's a direct reflection on the horrible job the author has done. The book didn't engage me, didn't keep me turning the pages. I think it's completely fair to judge a book based on the fact that I COULD put it down, and did. I can usually finish a book in a day or two. This one, after over a WEEK, I was still only halfway through. Therefore, this book got one star from me. Confusing, formulaic, boring, repetitive, and devoid of any emotion whatsoever. It's a shame, really, because I was really looking forward to liking this series. As it is, I can't imagine finishing this one, much less reading any of the others."
"Negative","What a Rip-Off!: The premise of this book looked really fun, and I enjoy reading about 30 somethings struggling with dating, etc.. I started reading and finished within minutes! I started again, making different choices, and also finishing within minutes. The idea is cute, but I would much rather sink myself into a nice, long, detailed story."
"Negative","Be carefull, your Ipod will DIE: I got this Transmitter because I had trust this brand (Griffin), but as soon as I connected it to my ipod and then to my car, my Ipod turn off and then die, the transmitter burned my Ipod and I am really pissed off, I found this product cheap and It had a good review buy users should be more carefull because It will kill your Ipod and surely you will not get any warranty, this transmitter in the end is a [...] buck transmitter.PLEASE DONT BUY!!"
"Negative","I like Hockney but not this book: well my review title says it all (although Amazon won't let me stop there).I do like Hockney in general even though he is a much more cerebral artist than I prefer.I did not read the story behind each painting/drawing because that's not what I'm interested in. But if one must read about a painting to enjoy it then somethings missing.The only work I really enjoyed was #100 of his mum. The drawings seemed much stronger than the paintings (to me) and some I've liked in the past seemed missing from this book (or maybe I'm imagining that).I know it's not my place to tell Mr. Hockney to let go and get a little emotional but that's what I feel looking at the portraits. Restrained, inhibited, arms length, surface not depth."
"Negative","Change for the worse: The service is getting worse. The What Do You Think? segment is not working, missing most of article. Also now shows audio and video links which obviously don't work on a Kindle. Too bad, I've always enjoyed The Onion and hope they realize that they should tailor this to the Kindle's strengths."
"Negative","Not so great: I should have judged by the title. What settled for this because there were no others on the market. I wanted big air and amazing footage, and there isn't much."
"Positive","Buy this book!: This book has everything you need to get to Moab, pick a trail that is right for you and have a great time. There are overall technical ratings for each trail, individual technical ratings for each part of every trail, elevation maps, detailed overhead maps, instructions for particularly troublesome areas...it is all here. Someone said that it would not fit in a Camelbak, but it easily fits in one of the smaller pockets of my MULE. When I'm there next week, it will definitely not be left back at camp, but will be with me on every mile of slickrock that I ride. Do not buy Lee Bridgers' book! This one is less expensive, of higher quality and you can take it with you wherever you go."
"Positive","Exactly What I Wanted: I was looking for a wall mount just to put my LCD up on the wall so I can have more desk space, and this one is perfect. Too many other ones are too fancy and more than what I need. I like this because it hangs almost directly on the wall, so you're not using up valuable real estate. Additionally, it only requires one screw into the wall to set up, which is much better than having to drill multiple holes like with other designs. My initial concern was that it wouldn't be steady, but as it is, it is surprisingly firm and there's no movement at all. Very clever design and perfect for my needs."
"Negative","Excellent idea, poor implementation. Not good.: The fingering chart inside of my book is far superior to this fold out. It is difficult to see whether you are going to use the Thumb or pinky keys with this chart, as they are not displayed! This is pitiful. My daughter who plays in the Symphony even remarked that this is a very poor fingering chart for beginners."
"Positive","really good cd: this cd is worth it for the songs ""Always"" and ""Be Real"" alone. I was lucky enough to see Jonah play ""Be Real"" live and on a video (2 of the 3 times he played it live before this ep came out) and adored that song. The version on the CD is great with the Rival School guys playing as it fleshes out the song and has a great loose jazz feel (though the silly guitar lead in the chorus should not be there). The other Jonah written song is ""Always"" and theis songs an amazing bombastic performance by the band (one of the heaviest onelindrawing songs), and it's also an amazing song. It's little similar ""Wings"" from the Sensefield split.The first track is a short pseudo-instrumental, and the other 3 are Rival Schools songs with Walter singing. These songs are pretty cool but all are sort of generic beatles-esque indie orkc and get boring. the songs i've heard from United by Fate are better."
"Positive","Western fan.: Hard not to like this packet if you like westerns.Even being B/W the picture was good.I did have to repeat a few times to get the wordsas sound went down but never so bad couldn't hear.Like most westerns don't always need the sound,the action tells all."
"Positive","The Coolest Card Game Ever: This is really the coolest card game ever. I play against kids at school, my dad, and even kids I just meet. The more kids I play with the more freinds I make. The cards themselfes are also really cool 'cause they have amazing artwork and cool desines. Playing the game is so fun, and I think that other kids should drop dumb games like ""Yu gi oh"" and ""pokymen""(I'm suprised that theres kids that even collect those any more!?). This is both a family and a freind game, and I love it!!... {=)"
"Positive","I LOVE LOVE TITANIC I COULD DIE I DON'T SEE IT.: LEONARDO YOU ARE SO LUCKY YOU GOT TO BE IN TITANIC O AND YOU TO KATE. Did Kate stayed loving you leonardo cause I do. I LOVE TITANIC BUT NOT MORE THEN YOU LEONARDO"
"Positive","Last great AC/DC album: AC/DC was kind of stuck in 1990, after the just average albums FLY ON THE WALL and BLOW UP YOUR VIDEO. So, they hired late famous producer Bruce Fairbairn, went to Canada and recorded their last great album.THE RAZOR's EDGE is strong,has a crisp sound, drummer Chris Slade has a firm beat, and features twelve songs that, even all of them possessing the trademark AC/DC sound, has its own feel and difference between them.For the first time, Angus and Malcolm shares the credits for themselves, without Brian Johnson.As for this special package, it's ok, but the lyrics are missing, as in all of the albums of the special edition."
"Negative","Disappointment: I am a HUGE Dave Matthews Band Fan and believe Boyd Tinsley is an outstanding violin player. Therefore, I was very excited to learn about his new cd 'True Reflections.'The CD has only a few violin solos. In addition Boyd had the same voice and rhythm in 90% of the songs. It was a waste of time and money. I could not even listen to the whole CD; it made me sick."
"Positive","The Ataris the way they were meant to sound: Forget So Long Astoria. This is how The Ataris should be heard. These 6 songs pack emotion into pop-punk (but it's not emo - that's an important distinction) and come off sounding like a combination of the Descendents and the Smoking Popes. They avoid the emo trap they would later fall into by packing these songs with equal doses of emotion and humor. ""My So-Called Life"" is a tribute to an actress on the TV show of the same name, and the classic ""San Dimas High School Football Rules"" takes its name from Bill & Ted's Excellent Adventure. Even though it's only an E.P, Look Forward To Failure is a quintessential Ataris record."
"Negative","HP 970Cse prints SLOW: We have an HP 970Cse for the last few years and have tried everything under the sun to get it to printer more clearly and faster, and nothing has worked, including this cartridge. We replaced the 970Cse with an Epson Stylus C84 and are 100% happier."
"Negative","It developed a run...: I've had this filter for 4 months and it started developing a run that is slowly widening and spreading all the way across. I think these things may be fragile by nature since they look like pantyhose material."
"Positive","Great for a litte pain relief: I have tried the spray & the roll-on of Bio-Freeze and the gel seems to work the quickest and the best. My chiropractor handed me a few packs one day when I had a major adjustment and I couldn't believe how fast I felt the relief in my joints. I now carry a few in my first aid kit when I go kayaking or fishing in case it becomes a long day of too much fun."
"Positive","great little purse: This is a fabulous little purse and is perfect for the busy woman on the go. You can carry your phone, cash, and credit cards all in one handy place. It's durable and I highly recommend it if you're looking for something that you can toss in your purse or for those times when you just need to go ""minimal""."
"Negative","Jennie: Not impressed. I see value only as a collectible if one is building a library of Broadway musicals. In full context on stage it might have more appeal."
"Negative","NOT RETURNABLE: the quality is so low and you cant return itThat's ridiculousThe smell is so soSo its not a great dealbut still doubt if it is a fake one or not"
"Negative","If you feel you must read this, borrow DON'T BUY: This was among one the most absolutly horrible books I have ever read. The author was in way over her head. The story seemed to have no real focus and there were several points when I was just plain lost. The characters were unreal and stale.I hope that Ms. Mitchell has kept her ""day job""."
"Positive","ON BORROWED TIME: One of the greatest movies ever........ every review I've read is 4 and 5 star positive...... THEN WHY THE HECK ISN'T IT ON DVD YET????????"
"Negative","Piece of junk.: This is the worst, cheapest piece of crap ""coffee maker"" I have ever owned. Received it for a gift this Christmas and hopefully can take it back. Water runs all over the place down the sides when brewing. Took forever to brew and if you lift the lid to look you could get squirted in the face with scalding hot water. It shoots right up from the back and if the lid isn't down, WATCH OUT. Worst design ever.I would give it ZERO stars!!!!"
"Positive","Appearex: When I first started using Appearex about 2 years ago, it did wonders for my nails. More recently, it seems to have lost its effectiveness. I will continue to use it for a while to see if that changes. If it doesn't I'll discontinue."
"Positive","Good LCD monitor for a Great price!: I bought my 171v lcd monitor about 1 month ago. Has worked perfectly so far. I just took it out of the box, plugged it into my computer, power, turned it on and that was it. Did not have to install any drivers, even though there is a software CD included. The CD contains drivers and a Natural Color software, I don't like to install things unless needed, so did not even bother to try.The monitor costed me 5 hundred less a 1 hundred mail-in-rebate from Samsung (found about that in Samsung's website). So the monitor ended up costing 4 hundred bucks! Brand new. I got it from Comp--USA."
"Positive","Cool Chillow means a cool head: I really like the Chillow. Using it ended my constant turning of thepillow to find a cool spot."
"Positive","Absolutely Splendid: I would recommend this book to anyone who loves animals. the wonderful Daine is a splendid character that can relate to almost any teenager who has a passion for animals. Tamora has created yet another legend in Tortall - who, hopefully, will not be the last - she has included all great characters like the Lioness, King Johnathon, Queen Thayet, and of course, George- the King of Theives. This story is uplifting and full of adventure and excitment. If you start reading this book, you will get hooked, I garuntee it! In my opinion, the Immortals series is the best of Tamora's pieces..though the Lioness Quartet was very original, this series has a more modern feel and shows her love of animals. So, if you are considering reading this book then I urge you to hurry up and order it! Don't hesitate, this book is worth it- you will see....."
"Negative","This item is crap.: This item is complete crap. After following all the directions by the letter for a very small tear in my black leather car, it looked worse after the 'fix' than it did before. The black was lighter than my car interior and looked horrendous after its application. I even tried using some black shoe polish to darken the spot up a little but nothing worked. Eventually I just scrubbed the area with some cleaning wipes until most of the product was removed and almost restored to the condition it was in before using the leather repair kit. Don't waste your time or money, you won't be fooling anyone. In fact, you will only draw more attention to the spot."
"Positive","just to have it: I only bought this because i just needed with leaf green. It has the pokemon leafgreen does not. Other than that it, like leafgreen, is pretty solid good game. I would recomand to youngsters."
"Positive","Thank God!! Its About Time: I didn't think they would ever release any more seasons. I am so happy, this show taught me alot. I pray they come out with the rest of the seasons!PS: Rest In Peace John Dye (Andrew). What a Loss,you were a wonderful actor no-one could have been Andrew but you. You had such a kind soul and died way too young. You are Greatly Missed! Fly with the Angels!PSS: Does anyone know if the spin off from Touched by An Angel ""The Promised Land"" will be released on DVD? I would love to have that show also."
"Negative","Cheap, that's for sure.: Bought this light for a 3 week trek in Norway. 2 days into my journey this light began to flicker and I had to bash it to get it to come back on. If I hung it in my tent for a little light and it hung motionless it was bright. It is bright but certainly cheap, do yourself a favor and spend a little more for something functional."
"Negative","Bleh: I was really hoping to enjoy this book. There was something just not right about it. The writing was OK -- I wouldn't call Tom Perrotta a genius. The plot was fairly predictable. The only thing that surprised me was when Todd didn't take the bar exam.This was another Da Vinci Code for me -- totally overhyped and not worth my time."
"Negative","Republicans: Save your money...: ...There are NO goat pictures in this book. Damn! Complete waste of a $1.99!!! :("
"Positive","Friendship triangles: Everyone has experienced the rejection, or supposed rejection of a best friend. Simon feels his friendship with Molly is overshadowed by her friendship with Hester, the new girl in the neighborhood. A very real problem for children is brought to life in this tale of a friendship triangle. Jahn-Clough's illustrations are bright and cheerful when the children are playing and having fun, but become dark and foreboding when Simon questions his friendship with Molly."
"Positive","D-Link Router: Excellent router; much easier to set up than LinkSYS; good range -- greatly improved my WiFi access throughout the house and outside"
"Negative","moon sand a waste of money: my daughter wanted this so badly!she begged and begged. we finally agreed,not knowing exactly how it was going to be. do not waste your money! buy some nice play sand for a sand box instead. add water. buy some molds and cookie cutters. or go to the beach for free! this stuff was a mess! most of it ended up in the trash. my 6 yr. old is neat,but this was all over her! i asked her if it was worth it to her and she said it was fun,but she has not asked to use it again."
"Positive","It works great, but ............: Great new product. I bought the Notebook version. Only problem is, when the receiver is plugged into a USB port, Windows screen saver will never kick in. Once you unplug the receiver, presto! - screensaver works.Other than that, it's a great little mouse for notebook use."
"Positive","Fun game, despite the wait.: My only complain was the waiting on the elevators. The NXE Game install kinda got rid of that but it was too late for me I was nearly done with the game already.Its a great game though, pick it up if you can."
"Positive","AHCC: Kinoko Gold is a superior immune enhancer. My husband, who has a blood cancer which reduces his white blood cell counts and depresses his immune fighting capabilities uses AHCC to boost his immune system. It has worked well and will continue to use during the course of his cancer fight."
"Negative","got my money back: I loved the look of this, but I had 2 different models that broke within weeks. After I shipped the 2nd one back to Speck they lost it and just refunded me the cash. A friend of mine had the same problem. Speck stopped producing them because they are great looking but don't last."
"Positive","My favorite puzzle bock!!: This book opens up a whole world of possibilities for puzzle enthusiasts! It does a systematic break down of the ideas behind the design of burr puzzles, puzzles whose assembled interlocking pieces form ployhedra. It contains the most amazing puzzles of this sort I've ever seen. If you love puzzles, you'll love this book!!"
"Positive","Wow!!!: Making the decision to read a fiction story along with a non-fiction book concurently my librarian suggested a Ann Rule Book. Well, I am a fan now. The only problem is the truth sometimes reads more like fiction than fiction itself. This man was truly a monster, to his family and society itself. If Lucifer is on earth he probably is in the body of Allen. I Will now begin my journey to read all of Ann Rules works, I am sure I will enjoy them all."
"Negative","Cuisinart DCC-2000 - no power: I have a daily battle with this machine every morning. Sometimes it won't start up, sometimes it will. I have to plug it in and out 25 times some mornings to get it to work. It also will just power off halfway through brewing. If you're like me, and need coffee in the mornings to get over the grumps...this machine will not help. Actually makes you more grumpy. I figured for the $99 price tag it would at least last a year or more.It's about to be tossed out with the trash so save your money.Cuisinart DCC-2000 Coffee-on-Demand 12-cup Programmable Coffeemaker"
"Positive","Delightful. Insightful. Poingnant & Cantankerous!: I loved this book, me!I grew up on that little island, barely 5 miles long and 4 miles wide, but a whole country unto itself! The place defies the physics of Geography! It's tiny, but it's vast too. Like the story of our friend Mr. Ebenezer Le Page, the simplicity of the lives of the inter connected characters, colourful and quirky, defies the closeness of the shores.GB Edwards' posthumous writings capture the essence of the folk and the place as well, possibly better, than any book about anybody, anywhere. I highly encourage anyone who reads this story to find out as much about Guernsey as possible, perhaps even go there (visit Victor Hugo's house), then read it again for the first time.Utterly enchanting! Haunting! Simply brilliant!"
"Negative","I don't usually write reviews.....: .......but this book was so insipid that I had to warn other readers. I read the whole thing and I'd really like those 3 hours of my life back. It aspires to be ""chick-lit"" on the level of the Sophie Kinsella books, or ""Something Borrowed"" by Emily Giffin, but it has more in common with the dreaded ""Red Dress Ink"" books which I think should be avoided at all costs. The narrator is unlikable and inconsistent and the plot meanders to a maddening degree. I think she has some talent that could be developed further but this book is not a promising debut."
"Positive","The Hatchet review: Hatchet is about a 13 year old boy named Brain. Brain's parents are divorced. Brain lives with his mom, one winter he went to see his dad. He lives in Canada so he had to fly over. Before he left,his mom gave him a hatchet because he was getting to be a young man.Then he was flying over and the pilot had a heart attack and died. Brain did't know how to fly so he went down into a lake.He survived by living in the woods. Then he made a radio and they found him. Hatchet is a great book for readers of all ages. More people should read this book."
"Negative","You're in the 21st century: I was going to buy ""Passionate Brood"" but the author's foreword left me cold. ""I'm going to write in present-day English, and I make no apology"". Well, that just shows she doesn't want to put forth a little extra effort. People in the 14th century may have had the same human feelings, but their attitudes and their speech were shaped by their time, their religion, and their rigid social class. Dialog helps get that across. Go ahead and read ""Passionate Brood"", but then read ANYthing written by Sharon Kay Penman......you will see the difference immediately."
"Positive","A many years street biker appreciation: After some 40 years of street motorcycling I found Keith's approach through survival reactions (SRs) objectively teaching and Doug Chandler's comments very true. I'm again learning to bike ride. To the author, I may simply say: thanks for the renewed fun I'm experiencing!"
"Negative","ok potty seat, wouldn't buy again: I agree with other comments regarding ""Noise"" being distracting. My son is 5 years old and still loves to use this potty WITHOUT it turned on! My biggest complaint is it is IMPOSSIBLE to keep all the little nooks and crannies clean and at this point I am ready to throw it in the trash as it stinks!!! The urine gets trapped around all the sensor parts and there are so many crevices that it's impossible to clean them thoroughly every time one of my 2 kids uses the potty! Not a good investment and would definitely not buy it again. My recommendation to anyone looking for a potty seat, KEEP IT SIMPLE!"
"Negative","Inscrutable: THE RELUCTANT ADMIRAL: YAMAMOTO AND THE IMPERIAL NAVY by Kiruyuki Agawa. A biography of Admiral Isuruku Yamamoto. Not a great book. Filled with interesting information but the Japanese are very funny about World War 2. On one hand, they cheer their glorious victories over the dim bulb Americans who apparently only won the War because of their greater industrial capacity and because they somehow cheated by breaking the Japanese codes. On the other hand apparently NOBODY in Japan wanted to go to war with the United States except a couple of guys who luckily did not survive the War. Apparently Imperial Japan was a peace loving country who somehow just bombed Pearl Harbor one day.Worth reading solely from a historical perspective but not a successful book otherwise."
"Negative","It is a touch thicker than a plastic bag from a grocery store: Ok yeah so it was cheap.. however.. it is something that would be in a dollar store for a dollar. At least they give you two of them. And the string is good quality. But the bag... wow.. it is very cheap quality plastic.. like the title of my review says, it is a little bit thicker than a grocery store's plastic bag. I recommend paying a little more and getting a rain cover that is of a thicker material and not a plastic bag like this.I gave it two stars because there were two bags in the package not just one and it is ok for a lightweight carry around bag, just in case you have your camera out and it starts raining."
"Negative","EQ2 Equalizer -- Register Booster: Yep, I gotta agree with the other reviewers that this is a waste of money. Great concept, poorly executed. It does turn on and off automatically, but that's it's only good point.I have an upstairs bedroom that gets about 5-6 degrees warmer than the rest of the house. Warmer even than the adjacent bedroom. Put one of these over the vent, checked the temperature all day, and there was no difference. I think most computer fans are probably quieter and blow more air. All this seems to do is churn the air around a bit.While I'm not a mechanical engineer, I think this product could have been designed better, without adding cost, and actually might have worked.Save your money. If you have a vent that's not vlowing much air, try removing the grill. The grill restricts the airflow and removing it might be enough to help."
"Positive","Makes a great counter!: I purchased this crate for my new Great Dane puppy, now 9 weeks old, Isis. The divider is really great for making the size of the crate ""grow"" with her. I put a blanket over the top and as Isis grows and learns her way around the house I have been sitting more and more stuff on top of the crate to keep things out of her reach. So far so good... I'm glad I went for the large crate.I checked prices locally and on-line and this purchase was the best way to go. I would recommend this crate to anyone with a large breed dog."
"Positive","Exelente producto: Buen producto lo recomiendo ampliamente, algunas tarjetas de video no traen el cable de alimentacion incluido y es necesario instalarselo"
"Positive","wonderful work displaying the joy, and pain of colored girl: shange uses the arts of poetry, music and dance to create a spectacular rainbow of beauty,sorrow , joy and pain brought to the reader in a sometimes funny , sometimes serious manner in ""laugh but don't laugh"" imagery she creates. it's a celebration of life, struggle and woman"
"Negative","Dead Battery: Everything went very smoothly for this purchase until the watch battery died the same day I rec'd the watch...now I have to get the battery replaced."
"Negative","poor reception: poor transmission quality and difficult to swap around to different channels while trying to drive at the same time."
"Positive","I love this book!: Cold Sassy Tree is a great book. I think that this is a book that everyone should read. It has romance for the girls and adventure for the guys. Anyone who is thinking about reading this book should give it a try."
"Negative","piece of crap: what a piece of crap. i just bought this game. played it for 2 mins. realized there is NO PITCHING. YOU HIT OFF A @!#$##$#$ TEE BALL STAND. THIS GAME BLOWS. IMMEDIATELY SOLD IT BACK TO AMAZON. bought all star baseball 2004 instead.. no challenge at all to this game. jacked homeruns like i was stealing jewelry from old ladies. TOO EASY. NO FUN."
"Positive","Vintage W.E.B, Griffin: If you're a Griffin fan, you've probably already read this book and series. The continuing saga of Lowell and company. It's still my favorite of all his series."
"Positive","""The Perfect Debut"": Some of the best lyrics I have heard in quite sometime. Oh, and also... This album ROCKS! Get it NOW!"
"Negative","Didn't expect preaching about God from a psychiatrist.: This book is riddled with references to God, church, and the Bible. That isn't really my cup of tea, and I was very surprised - there wasn't anything about a religious basis on the outside of the book. And I'm not so sure about their claim that all depression is caused by being stuck in a stage of unresolved grief."
"Negative","Don't bother buying it!: this dough blender is pretty useless. the wires are not reinforced which makes cutting cold butter into the flour almost impossible and very time-consuming. you're better off just using two knives or your fingers than this dough blender, that's for sure. what a disappointment!"
"Negative","I'm having some trouble with one port only works sometime: Trouble I'm having some trouble with one port only works sometimeTrouble I'm having some trouble with one port only works sometime"
"Negative","The Great Divide: Wallace and the Pomo Elite Fall: I have tried to read this book for three months now, but I am interrupted whenever I throw it across the room. It lacks the clarity and insight that grace your typical freshman calculus book, although it does have a lot more cutesy footnotes, and footnotes to the footnotes, all designed to cloak Wallace's resounding ineptitude.Having worn out his welcome in the literary world, Foster Wallace has turned to math and science for credibility. Unfortunately, even the mighty realm of mathematics is unable to suport his vast, bloated ego, as alluded to by the numerous Ph.D.'s, students, librarians, and lovers of wisdom who have seen this book for what it is--the once venerable WW Norton's attempt to print money.Unfortunately, the aging Wallace is no longer hip. Like the boy who cried ""wolf"" one too many times, Wallace and his group of insiders can no longer pull off literary Enrons."
"Negative","Save your money!: I like a good horror novel as much as anyone. I even like inane horror if it doesn't take itself too seriously and has some humour tossed in to flesh out those borng segments all novels have.This book has absolutely no redeeming value at all! The plot is idiotic. The characters are Ed Wood-ish attempting to be Steven Speilberg-ish and failing miserably! The story has to have been written by a bunch of stoned out trailer trash after a month long binge to come up with this tripe! It's that bad! It's not even a ""it's so bad it's funny"" type book. I highly suggest the author find another field of endeavor. And I highly suggest that anyone who is even remotely thinking of purchasing this so called ""novel"", save your money or just wait a few weeks. I'm sure you'll be able to purchse this for a few pennies before they toss it on the fire to keep warm."
"Negative","waste of time: It sounded great with a good cast but the execution is so amaturest that it was difficult to watch. Merman is Merman and Sinatra was fine but the script was terrible and the songs were rewritten for some reason. Maybe to make NBC or the sponsers happy but it sure wasn't Anything Goes. Even the Crosby version was better but not much. It's time to make a new film with the current Broadway script and the original Porter lyrics."
"Positive","back to old days!!: this is a great buy for any fan of 80s hair metal,as this is hair metal with new age rock.The rockers-""demolition man,back in your face,21st century girl,all night""are great & have guitar solos,something missing in X & thats why i hate that album.""kings of oblivion""&""disintegrate(guitar solo)""have the best guitaring in recent times.Ballads like""promises(got some mtv airplay),paper sun,its only love,day after day"" are good too.Overall a nice album which should make hair metal fans smile."
"Positive","It all comes down to this: In this book Fireheart becomes leader. Tigerstar also becomes leader to Tigerclan. A clan that is mixed by Shadowclan and Riverclan. Firestar then must lead Lionclan into battle with Bloodclan(a murderous clan of ally cats)and Tigerclan. Tigerstar is then double crossed by Scourge and killed in one blow. Fireheart and Tallstar now must face the most threatning thing to come to the forest. Or if they lose, they must leave the forest! This book is one of my favorites. Erin Hunter just doesn't stop! Pick it up, and never put in down!"
"Positive","Useful even at 40: I'm only 40 and found a lot of useful information in this book. Some of the information about exercise and the difference between heart rate zones as well as benefits of weight training are useful to me immediately, and other topics, although not relevant for me for 25 or 30 years, gave me things to think about that I can apply to my long-term life and financial planning. Immediately after finishing this book, I purchased a copy for my 67-year-old father."
"Negative","can't trust it: depending upon the surface you place it on, you will get different weights.Sometimes, it does not work.Sometimes, it will display different weights when it has not been moved.I can not tell if I actually weigh what it says so it is useless."
"Positive","Would have given 5 stars, but.......: This story was absolutely incredible. I listened to this one on CD and I was so anxious to get into my car to hear the rest of the story every day! I absolutely loved the storyline. It was great.The only reason I gave it 4 instead of five is because I thought they could have tied it up in a little prettier of a package. I had two many un answered questions that could have been beautifully answered with one more chapter.But still one of my favorites....."
"Negative","Almost unlistenable.: Like a lot of the other reviewers, I too am a huge Anita O'Day fan. She is a true original and, in her prime, jazz singing didn't get much better than Anita. This recording, however, is to be avoided. The arrangements are strong, and she is clearly trying her best, but she has no voice left and her timing is quite poor. Avoid this title (and, for that matter, ""Rules of the Road"" from 1993). Buy everything else, especially the Verve stuff. This one is for completists only."
"Positive","best cd: I think this is Throwdowns best cd. It has good lyrics and good breakdowns in every song. The singers voice takes a little while to get used to though."
"Negative","Not Kili's best work!: I recently bought all of the Island Girl Hula videos (except Basic Hula). I'd have to say out of all of them, this was my least favorite.The main reason being that the music was pretty bad, especially during the final dance. Also, I think Kili does a better job when she has her background dancers...in this one Kili is solo. I believe that this and basic hula are her earliest ones and I don't recommend either of them...try the other ones instead!"
"Positive","Panasonic SD-YD250: I bought this breadmaker new for the low price and am pleased with it. The only option that I miss is a delay timer."
"Positive","Good value for the money.: I bought this set for a family member. The quality is pretty good. The pattern is versatile."
"Negative","poorly done: I expected more for the price. I would have thought this came from the $5.00 basket from Wal-Mart. I returned it to Amazon for 1/2 the price of what I paid for it. It is just a copy of old films cuts poorly copied to DVD. This is not digitally enhanced. Stay away from Hudson Music unless you are a music history enthuses who wants the old film cuts for record keeping."
"Positive","GREAT product - But don't buy it for a crib biter / chewer: I originally thought I would apply this to the crib to keep the little piranha from chewing the rail. But once I opened the package and felt how soft it was, all I could imagine was coming in to see my son with a mouthful of padding.But if you are looking for an edge guard for a coffee table, counter top, etc... This is really great!"
"Negative","why my book's coverpage has so many scratches: I don't know why my book coverpage has some damages. The front page was rived. The side of books has so many scratchs, It is a new condition book? That is a joke! The book condition just looks like good not new. I don;t know why looks like old book sold as new."
"Positive","Great little oven: I am very happy with the toaster oven. It is just the right size and does everything I need."
"Negative","A MAJOR DISAPPOINTMENT: After reading such novels as PLEADING GUILTY and BURDEN OF PROOF, I was looking forward to reading the next installment.But, this novel was was of a lesser quality: flatter characters, not as much pacing and, just an overall lesser sense of emotional resonance.Note that this was after reading about 40 pages, but, my feeling is: if a book can't hold me after 40 pages, it isn't worth reading."
"Positive","Good features for the money: I just purchased this scanner not too long ago. This is my first scanner purchase. The USB interface makes it very simple to install. The one-touch scanning buttons on the front make scanning quick and easy. The software that ships with the scanner can be a little tricky to learn to use, however it seems to have all the tools to edit a photo the way want it. Overall this is a good scanner for home use."
"Negative","Shocking, Just Shocking: What surprises me is the amount of attention this book has received. It's simply not any good. There is no narrative whatsoever in it, the ""pieces"" simply line up with one liner after one liner. Perhaps the most disturbing thing about the book is the glowing review it received from poet John D'Agata in a magazine recently. He's an otherwise very smart guy, so I don't know what's up with that. I just don't think this book is worth this hoopla. If you've been recommended this bok I suggest you try first Wenderoth's first book, which is a true biggie or artistic brilliance. This ones just clever."
"Negative","TERRIBLE: This game was NOTHING like what I expected. The grafics stunk, it was slow and VERY outdated. Sorry I wasted my money on it. AND I understood it was ""new""...it was NOT new! I will never buy from them again."
"Positive","Really gets the poop off: I've tried other unscented wipes that I bought from Amazon, but these really have worked the best. I don't think they're that rough on my baby's skin, but also because of their texture they really get the poop off, so I end up using fewer and have to wipe less. I highly recommend these.The only reason I don't give them 5 stars is that with this particular packaging you always get a plastic dispenser, which I end up throwing away because it's hard-to-recycle #5 plastic (how many can I keep?), and that's not great for the environment.As far as the cost factor goes, they are available for less on a per wipe basis at [...], but with Amazon you can get them delivered to your door, so that's a trade-off."
"Negative","Look elsewhere!: These wings DO NOT look like the picture. They are simply cardboard arches with feathers stuck on, they are not shaped like the picture but rather straight up/down from top to bottom not flared as shown. They have to elastic loops in the center for the kids to put their arms through and they continuously slide down their arms. My 3 yr old hated these and took them off half way through trick or treating. For the price I thought they would be a little better construction."
"Negative","It just keeps getting worse: I give high praise to Robert Jordan for his early books in the Wheel of Time series. Unfortunately his later books keep getting progressively worse.Don't even bother reading Crossroads of Twilight. Nothing happens. It is actually pretty amazing that Jordan can fill so many pages in a book and still not advance the plot.I'm finished reading his books. I might pick them up again if he ever finishes the series but I'm done waiting to the next installment in his saga.DON'T BUY THIS BOOK!"
"Positive","This test is quick and simple to use. ...: This test is quick and simple to use. It's an excellent product for women who want to get pregnant. Unlike other products the lines were easy to see and there were no messy cups involved. The best part is you don't have to use your first go at the bathroom! You can use the product any time of the day or night."
